Estimand,Estimate,One-step 95% CI,Full-refit 95% CI,One-step SD,Full-refit SD,SD ratio,Paired RMSE
Maintenance coefficient,0.1028,"0.0720, 0.1366","0.0727, 0.1365",0.01631,0.01645,0.9917,0.00100
