region,patch,field,n_participants,field_absent,null_value,invalid_value,observed_zero
KR,14.24,enemyVisionPings,27750,0,0,0,16092
KR,14.24,getBackPings,27750,0,0,0,12594
KR,14.24,needVisionPings,27750,0,0,0,23888
KR,14.24,onMyWayPings,27750,0,0,0,5270
KR,14.24,pushPings,27750,0,0,0,25549
KR,15.1,allInPings,16360,0,0,0,13841
KR,15.1,assistMePings,16360,0,0,0,6623
KR,15.1,commandPings,16360,0,0,0,3716
KR,15.1,enemyMissingPings,16360,0,0,0,3393
KR,15.1,enemyVisionPings,16360,0,0,0,9390
KR,15.1,getBackPings,16360,0,0,0,7383
KR,15.1,needVisionPings,16360,0,0,0,13900
KR,15.1,onMyWayPings,16360,0,0,0,2985
KR,15.1,pushPings,16360,0,0,0,14982
KR,15.10,allInPings,19850,0,0,0,16932
KR,15.10,assistMePings,19850,0,0,0,8449
KR,15.10,commandPings,19850,0,0,0,3997
KR,15.10,enemyMissingPings,19850,0,0,0,4119
KR,15.10,enemyVisionPings,19850,0,0,0,10711
KR,15.10,getBackPings,19850,0,0,0,8926
KR,15.10,needVisionPings,19850,0,0,0,17035
KR,15.10,onMyWayPings,19850,0,0,0,3700
KR,15.10,pushPings,19850,0,0,0,18376
KR,15.11,allInPings,22770,0,0,0,19575
KR,15.11,assistMePings,22770,0,0,0,9822
KR,15.11,commandPings,22770,0,0,0,4705
KR,15.11,enemyMissingPings,22770,0,0,0,4818
KR,15.11,enemyVisionPings,22770,0,0,0,12546
KR,15.11,getBackPings,22770,0,0,0,10163
KR,15.11,needVisionPings,22770,0,0,0,19726
KR,15.11,onMyWayPings,22770,0,0,0,4423
KR,15.11,pushPings,22770,0,0,0,21234
KR,15.12,allInPings,26540,0,0,0,22454
KR,15.12,assistMePings,26540,0,0,0,11333
KR,15.12,commandPings,26540,0,0,0,5287
KR,15.12,enemyMissingPings,26540,0,0,0,5469
KR,15.12,enemyVisionPings,26540,0,0,0,14498
KR,15.12,getBackPings,26540,0,0,0,11726
KR,15.12,needVisionPings,26540,0,0,0,22838
KR,15.12,onMyWayPings,26540,0,0,0,4624
KR,15.12,pushPings,26540,0,0,0,24529
KR,15.13,allInPings,42670,0,0,0,35951
KR,15.13,assistMePings,42670,0,0,0,18140
KR,15.13,commandPings,42670,0,0,0,8920
KR,15.13,enemyMissingPings,42670,0,0,0,8790
KR,15.13,enemyVisionPings,42670,0,0,0,23389
KR,15.13,getBackPings,42670,0,0,0,18908
KR,15.13,needVisionPings,42670,0,0,0,36365
KR,15.13,onMyWayPings,42670,0,0,0,7808
KR,15.13,pushPings,42670,0,0,0,39328
KR,15.14,allInPings,40770,0,0,0,34658
KR,15.14,assistMePings,40770,0,0,0,17374
KR,15.14,commandPings,40770,0,0,0,9001
KR,15.14,enemyMissingPings,40770,0,0,0,8685
KR,15.14,enemyVisionPings,40770,0,0,0,22361
KR,15.14,getBackPings,40770,0,0,0,18453
KR,15.14,needVisionPings,40770,0,0,0,34696
KR,15.14,onMyWayPings,40770,0,0,0,7798
KR,15.14,pushPings,40770,0,0,0,37684
KR,15.15,allInPings,37740,0,0,0,31929
KR,15.15,assistMePings,37740,0,0,0,15873
KR,15.15,commandPings,37740,0,0,0,8272
KR,15.15,enemyMissingPings,37740,0,0,0,7718
KR,15.15,enemyVisionPings,37740,0,0,0,20548
KR,15.15,getBackPings,37740,0,0,0,16840
KR,15.15,needVisionPings,37740,0,0,0,31952
KR,15.15,onMyWayPings,37740,0,0,0,6955
KR,15.15,pushPings,37740,0,0,0,34727
KR,15.16,allInPings,38600,0,0,0,32539
KR,15.16,assistMePings,38600,0,0,0,16465
KR,15.16,commandPings,38600,0,0,0,7933
KR,15.16,enemyMissingPings,38600,0,0,0,7916
KR,15.16,enemyVisionPings,38600,0,0,0,20682
KR,15.16,getBackPings,38600,0,0,0,17161
KR,15.16,needVisionPings,38600,0,0,0,32738
KR,15.16,onMyWayPings,38600,0,0,0,7098
KR,15.16,pushPings,38600,0,0,0,35597
KR,15.17,allInPings,39280,0,0,0,33010
KR,15.17,assistMePings,39280,0,0,0,16468
KR,15.17,commandPings,39280,0,0,0,8221
KR,15.17,enemyMissingPings,39280,0,0,0,7961
KR,15.17,enemyVisionPings,39280,0,0,0,21052
KR,15.17,getBackPings,39280,0,0,0,17499
KR,15.17,needVisionPings,39280,0,0,0,33123
KR,15.17,onMyWayPings,39280,0,0,0,7232
KR,15.17,pushPings,39280,0,0,0,36111
KR,15.18,allInPings,44240,0,0,0,37294
KR,15.18,assistMePings,44240,0,0,0,18690
KR,15.18,commandPings,44240,0,0,0,9059
KR,15.18,enemyMissingPings,44240,0,0,0,9044
KR,15.18,enemyVisionPings,44240,0,0,0,24219
KR,15.18,getBackPings,44240,0,0,0,19541
KR,15.18,needVisionPings,44240,0,0,0,37484
KR,15.18,onMyWayPings,44240,0,0,0,8145
KR,15.18,pushPings,44240,0,0,0,40886
KR,15.19,allInPings,60840,0,0,0,51208
KR,15.19,assistMePings,60840,0,0,0,25656
KR,15.19,commandPings,60840,0,0,0,12700
KR,15.19,enemyMissingPings,60840,0,0,0,12613
KR,15.19,enemyVisionPings,60840,0,0,0,33085
KR,15.19,getBackPings,60840,0,0,0,27135
KR,15.19,needVisionPings,60840,0,0,0,51462
KR,15.19,onMyWayPings,60840,0,0,0,11301
KR,15.19,pushPings,60840,0,0,0,56129
KR,15.2,allInPings,16190,0,0,0,13614
KR,15.2,assistMePings,16190,0,0,0,6842
KR,15.2,commandPings,16190,0,0,0,3741
KR,15.2,enemyMissingPings,16190,0,0,0,3487
KR,15.2,enemyVisionPings,16190,0,0,0,9471
KR,15.2,getBackPings,16190,0,0,0,7274
KR,15.2,needVisionPings,16190,0,0,0,13893
KR,15.2,onMyWayPings,16190,0,0,0,3096
KR,15.2,pushPings,16190,0,0,0,14867
KR,15.20,allInPings,63000,0,0,0,53250
KR,15.20,assistMePings,63000,0,0,0,26571
KR,15.20,commandPings,63000,0,0,0,13152
KR,15.20,enemyMissingPings,63000,0,0,0,13152
KR,15.20,enemyVisionPings,63000,0,0,0,34772
KR,15.20,getBackPings,63000,0,0,0,27971
KR,15.20,needVisionPings,63000,0,0,0,53244
KR,15.20,onMyWayPings,63000,0,0,0,11982
KR,15.20,pushPings,63000,0,0,0,58238
KR,15.21,allInPings,57900,0,0,0,48650
KR,15.21,assistMePings,57900,0,0,0,24447
KR,15.21,commandPings,57900,0,0,0,12635
KR,15.21,enemyMissingPings,57900,0,0,0,12040
KR,15.21,enemyVisionPings,57900,0,0,0,31784
KR,15.21,getBackPings,57900,0,0,0,25938
KR,15.21,needVisionPings,57900,0,0,0,48826
KR,15.21,onMyWayPings,57900,0,0,0,10808
KR,15.21,pushPings,57900,0,0,0,53553
KR,15.22,allInPings,83600,0,0,0,70222
KR,15.22,assistMePings,83600,0,0,0,35262
KR,15.22,commandPings,83600,0,0,0,18824
KR,15.22,enemyMissingPings,83600,0,0,0,17552
KR,15.22,enemyVisionPings,83600,0,0,0,45803
KR,15.22,getBackPings,83600,0,0,0,37608
KR,15.22,needVisionPings,83600,0,0,0,70427
KR,15.22,onMyWayPings,83600,0,0,0,15674
KR,15.22,pushPings,83600,0,0,0,77285
KR,15.23,allInPings,124890,0,0,0,105046
KR,15.23,assistMePings,124890,0,0,0,52266
KR,15.23,commandPings,124890,0,0,0,28264
KR,15.23,enemyMissingPings,124890,0,0,0,25666
KR,15.23,enemyVisionPings,124890,0,0,0,67630
KR,15.23,getBackPings,124890,0,0,0,56013
KR,15.23,needVisionPings,124890,0,0,0,105042
KR,15.23,onMyWayPings,124890,0,0,0,23218
KR,15.23,pushPings,124890,0,0,0,115348
KR,15.24,allInPings,509670,0,0,0,427114
KR,15.24,assistMePings,509670,0,0,0,210898
KR,15.24,commandPings,509670,0,0,0,118271
KR,15.24,enemyMissingPings,509670,0,0,0,104922
KR,15.24,enemyVisionPings,509670,0,0,0,275807
KR,15.24,getBackPings,509670,0,0,0,226684
KR,15.24,needVisionPings,509670,0,0,0,425994
KR,15.24,onMyWayPings,509670,0,0,0,93068
KR,15.24,pushPings,509670,0,0,0,471096
KR,15.3,allInPings,18730,0,0,0,15685
KR,15.3,assistMePings,18730,0,0,0,7776
KR,15.3,commandPings,18730,0,0,0,4198
KR,15.3,enemyMissingPings,18730,0,0,0,3804
KR,15.3,enemyVisionPings,18730,0,0,0,10482
KR,15.3,getBackPings,18730,0,0,0,8446
KR,15.3,needVisionPings,18730,0,0,0,15980
KR,15.3,onMyWayPings,18730,0,0,0,3441
KR,15.3,pushPings,18730,0,0,0,17169
KR,15.4,allInPings,21030,0,0,0,17666
KR,15.4,assistMePings,21030,0,0,0,9009
KR,15.4,commandPings,21030,0,0,0,4904
KR,15.4,enemyMissingPings,21030,0,0,0,4468
KR,15.4,enemyVisionPings,21030,0,0,0,12084
KR,15.4,getBackPings,21030,0,0,0,9538
KR,15.4,needVisionPings,21030,0,0,0,17819
KR,15.4,onMyWayPings,21030,0,0,0,4007
KR,15.4,pushPings,21030,0,0,0,19315
KR,15.5,allInPings,16070,0,0,0,13624
KR,15.5,assistMePings,16070,0,0,0,6862
KR,15.5,commandPings,16070,0,0,0,3366
KR,15.5,enemyMissingPings,16070,0,0,0,3466
KR,15.5,enemyVisionPings,16070,0,0,0,9207
KR,15.5,getBackPings,16070,0,0,0,7217
KR,15.5,needVisionPings,16070,0,0,0,13785
KR,15.5,onMyWayPings,16070,0,0,0,2970
KR,15.5,pushPings,16070,0,0,0,14845
KR,15.6,allInPings,15730,0,0,0,13277
KR,15.6,assistMePings,15730,0,0,0,6733
KR,15.6,commandPings,15730,0,0,0,3271
KR,15.6,enemyMissingPings,15730,0,0,0,3416
KR,15.6,enemyVisionPings,15730,0,0,0,8902
KR,15.6,getBackPings,15730,0,0,0,6997
KR,15.6,needVisionPings,15730,0,0,0,13437
KR,15.6,onMyWayPings,15730,0,0,0,3011
KR,15.6,pushPings,15730,0,0,0,14487
KR,15.7,allInPings,13490,0,0,0,11478
KR,15.7,assistMePings,13490,0,0,0,5798
KR,15.7,commandPings,13490,0,0,0,2875
KR,15.7,enemyMissingPings,13490,0,0,0,2928
KR,15.7,enemyVisionPings,13490,0,0,0,7549
KR,15.7,getBackPings,13490,0,0,0,6037
KR,15.7,needVisionPings,13490,0,0,0,11575
KR,15.7,onMyWayPings,13490,0,0,0,2665
KR,15.7,pushPings,13490,0,0,0,12468
KR,15.8,allInPings,16440,0,0,0,13902
KR,15.8,assistMePings,16440,0,0,0,7128
KR,15.8,commandPings,16440,0,0,0,3442
KR,15.8,enemyMissingPings,16440,0,0,0,3435
KR,15.8,enemyVisionPings,16440,0,0,0,9030
KR,15.8,getBackPings,16440,0,0,0,7608
KR,15.8,needVisionPings,16440,0,0,0,14143
KR,15.8,onMyWayPings,16440,0,0,0,3072
KR,15.8,pushPings,16440,0,0,0,15277
KR,15.9,allInPings,19160,0,0,0,16343
KR,15.9,assistMePings,19160,0,0,0,8517
KR,15.9,commandPings,19160,0,0,0,4416
KR,15.9,enemyMissingPings,19160,0,0,0,4215
KR,15.9,enemyVisionPings,19160,0,0,0,10795
KR,15.9,getBackPings,19160,0,0,0,8992
KR,15.9,needVisionPings,19160,0,0,0,16471
KR,15.9,onMyWayPings,19160,0,0,0,3892
KR,15.9,pushPings,19160,0,0,0,17739
KR,16.1,allInPings,734620,0,0,0,619087
KR,16.1,assistMePings,734620,0,0,0,305147
KR,16.1,commandPings,734620,0,0,0,159707
KR,16.1,enemyMissingPings,734620,0,0,0,152511
KR,16.1,enemyVisionPings,734620,0,0,0,375465
KR,16.1,getBackPings,734620,0,0,0,391547
KR,16.1,needVisionPings,734620,0,0,0,618990
KR,16.1,onMyWayPings,734620,0,0,0,133953
KR,16.1,pushPings,734620,0,0,0,670536
KR,16.2,allInPings,937970,0,0,0,789784
KR,16.2,assistMePings,937970,0,0,0,388903
KR,16.2,commandPings,937970,0,0,0,203436
KR,16.2,enemyMissingPings,937970,0,0,0,191167
KR,16.2,enemyVisionPings,937970,0,0,0,477226
KR,16.2,getBackPings,937970,0,0,0,496915
KR,16.2,needVisionPings,937970,0,0,0,787948
KR,16.2,onMyWayPings,937970,0,0,0,168968
KR,16.2,pushPings,937970,0,0,0,854553
KR,16.3,allInPings,1327140,0,0,0,1113019
KR,16.3,assistMePings,1327140,0,0,0,547825
KR,16.3,commandPings,1327140,0,0,0,304599
KR,16.3,enemyMissingPings,1327140,0,0,0,276512
KR,16.3,enemyVisionPings,1327140,0,0,0,703707
KR,16.3,getBackPings,1327140,0,0,0,704894
KR,16.3,needVisionPings,1327140,0,0,0,1108537
KR,16.3,onMyWayPings,1327140,0,0,0,245806
KR,16.3,pushPings,1327140,0,0,0,1208023
KR,16.4,allInPings,1565180,0,0,0,1311844
KR,16.4,assistMePings,1565180,0,0,0,647442
KR,16.4,commandPings,1565180,0,0,0,369774
KR,16.4,enemyMissingPings,1565180,0,0,0,328863
KR,16.4,enemyVisionPings,1565180,0,0,0,842431
KR,16.4,getBackPings,1565180,0,0,0,835036
KR,16.4,needVisionPings,1565180,0,0,0,1300539
KR,16.4,onMyWayPings,1565180,0,0,0,296864
KR,16.4,pushPings,1565180,0,0,0,1425475
KR,16.5,allInPings,1112560,0,0,0,938534
KR,16.5,assistMePings,1112560,0,0,0,453739
KR,16.5,commandPings,1112560,0,0,0,207158
KR,16.5,enemyMissingPings,1112560,0,0,0,222770
KR,16.5,enemyVisionPings,1112560,0,0,0,565043
KR,16.5,getBackPings,1112560,0,0,0,595433
KR,16.5,needVisionPings,1112560,0,0,0,942127
KR,16.5,onMyWayPings,1112560,0,0,0,187889
KR,16.5,pushPings,1112560,0,0,0,1019395
KR,16.6,allInPings,451620,0,0,0,380213
KR,16.6,assistMePings,451620,0,0,0,180903
KR,16.6,commandPings,451620,0,0,0,62476
KR,16.6,enemyMissingPings,451620,0,0,0,82387
KR,16.6,enemyVisionPings,451620,0,0,0,205849
KR,16.6,getBackPings,451620,0,0,0,235580
KR,16.6,needVisionPings,451620,0,0,0,386963
KR,16.6,onMyWayPings,451620,0,0,0,64737
KR,16.6,pushPings,451620,0,0,0,415584
NA,14.10,allInPings,60,0,0,0,51
NA,14.10,assistMePings,60,0,0,0,31
NA,14.10,commandPings,60,0,0,0,26
NA,14.10,enemyMissingPings,60,0,0,0,22
NA,14.10,enemyVisionPings,60,0,0,0,40
NA,14.10,getBackPings,60,0,0,0,46
NA,14.10,needVisionPings,60,0,0,0,58
NA,14.10,onMyWayPings,60,0,0,0,22
NA,14.10,pushPings,60,0,0,0,54
NA,14.11,allInPings,1450,0,0,0,1224
NA,14.11,assistMePings,1450,0,0,0,765
NA,14.11,commandPings,1450,0,0,0,535
NA,14.11,enemyMissingPings,1450,0,0,0,527
NA,14.11,enemyVisionPings,1450,0,0,0,1036
NA,14.11,getBackPings,1450,0,0,0,1050
NA,14.11,needVisionPings,1450,0,0,0,1262
NA,14.11,onMyWayPings,1450,0,0,0,482
NA,14.11,pushPings,1450,0,0,0,1301
NA,14.12,allInPings,4890,0,0,0,4108
NA,14.12,assistMePings,4890,0,0,0,2515
NA,14.12,commandPings,4890,0,0,0,1796
NA,14.12,enemyMissingPings,4890,0,0,0,1660
NA,14.12,enemyVisionPings,4890,0,0,0,3292
NA,14.12,getBackPings,4890,0,0,0,3459
NA,14.12,needVisionPings,4890,0,0,0,4262
NA,14.12,onMyWayPings,4890,0,0,0,1516
NA,14.12,pushPings,4890,0,0,0,4347
NA,14.13,allInPings,7840,0,0,0,6565
NA,14.13,assistMePings,7840,0,0,0,3902
NA,14.13,commandPings,7840,0,0,0,2494
NA,14.13,enemyMissingPings,7840,0,0,0,2334
NA,14.13,enemyVisionPings,7840,0,0,0,4920
NA,14.13,getBackPings,7840,0,0,0,5351
NA,14.13,needVisionPings,7840,0,0,0,6847
NA,14.13,onMyWayPings,7840,0,0,0,2092
NA,14.13,pushPings,7840,0,0,0,6972
NA,14.14,allInPings,6880,0,0,0,5812
NA,14.14,assistMePings,6880,0,0,0,3424
NA,14.14,commandPings,6880,0,0,0,2219
NA,14.14,enemyMissingPings,6880,0,0,0,1993
NA,14.14,enemyVisionPings,6880,0,0,0,4119
NA,14.14,getBackPings,6880,0,0,0,4625
NA,14.14,needVisionPings,6880,0,0,0,5992
NA,14.14,onMyWayPings,6880,0,0,0,1760
NA,14.14,pushPings,6880,0,0,0,6137
NA,14.15,allInPings,6880,0,0,0,5721
NA,14.15,assistMePings,6880,0,0,0,3265
NA,14.15,commandPings,6880,0,0,0,2094
NA,14.15,enemyMissingPings,6880,0,0,0,1947
NA,14.15,enemyVisionPings,6880,0,0,0,4073
NA,14.15,getBackPings,6880,0,0,0,4496
NA,14.15,needVisionPings,6880,0,0,0,5977
NA,14.15,onMyWayPings,6880,0,0,0,1632
NA,14.15,pushPings,6880,0,0,0,6047
NA,14.16,allInPings,6220,0,0,0,5236
NA,14.16,assistMePings,6220,0,0,0,3011
NA,14.16,commandPings,6220,0,0,0,1989
NA,14.16,enemyMissingPings,6220,0,0,0,1769
NA,14.16,enemyVisionPings,6220,0,0,0,3708
NA,14.16,getBackPings,6220,0,0,0,4126
NA,14.16,needVisionPings,6220,0,0,0,5419
NA,14.16,onMyWayPings,6220,0,0,0,1531
NA,14.16,pushPings,6220,0,0,0,5493
NA,14.17,allInPings,5560,0,0,0,4589
NA,14.17,assistMePings,5560,0,0,0,2631
NA,14.17,commandPings,5560,0,0,0,1707
NA,14.17,enemyMissingPings,5560,0,0,0,1499
NA,14.17,enemyVisionPings,5560,0,0,0,3257
NA,14.17,getBackPings,5560,0,0,0,3665
NA,14.17,needVisionPings,5560,0,0,0,4836
NA,14.17,onMyWayPings,5560,0,0,0,1365
NA,14.17,pushPings,5560,0,0,0,4901
NA,14.18,allInPings,6380,0,0,0,5307
NA,14.18,assistMePings,6380,0,0,0,3034
NA,14.18,commandPings,6380,0,0,0,1749
NA,14.18,enemyMissingPings,6380,0,0,0,1587
NA,14.18,enemyVisionPings,6380,0,0,0,3582
NA,14.18,getBackPings,6380,0,0,0,4201
NA,14.18,needVisionPings,6380,0,0,0,5547
NA,14.18,onMyWayPings,6380,0,0,0,1441
NA,14.18,pushPings,6380,0,0,0,5628
NA,14.19,allInPings,7950,0,0,0,6682
NA,14.19,assistMePings,7950,0,0,0,3804
NA,14.19,commandPings,7950,0,0,0,2416
NA,14.19,enemyMissingPings,7950,0,0,0,2139
NA,14.19,enemyVisionPings,7950,0,0,0,4662
NA,14.19,getBackPings,7950,0,0,0,5305
NA,14.19,needVisionPings,7950,0,0,0,6912
NA,14.19,onMyWayPings,7950,0,0,0,1856
NA,14.19,pushPings,7950,0,0,0,6983
NA,14.20,allInPings,7370,0,0,0,6159
NA,14.20,assistMePings,7370,0,0,0,3479
NA,14.20,commandPings,7370,0,0,0,2283
NA,14.20,enemyMissingPings,7370,0,0,0,2071
NA,14.20,enemyVisionPings,7370,0,0,0,4339
NA,14.20,getBackPings,7370,0,0,0,4888
NA,14.20,needVisionPings,7370,0,0,0,6425
NA,14.20,onMyWayPings,7370,0,0,0,1696
NA,14.20,pushPings,7370,0,0,0,6507
NA,14.21,allInPings,7930,0,0,0,6670
NA,14.21,assistMePings,7930,0,0,0,3815
NA,14.21,commandPings,7930,0,0,0,2345
NA,14.21,enemyMissingPings,7930,0,0,0,2090
NA,14.21,enemyVisionPings,7930,0,0,0,4537
NA,14.21,getBackPings,7930,0,0,0,5124
NA,14.21,needVisionPings,7930,0,0,0,6851
NA,14.21,onMyWayPings,7930,0,0,0,1799
NA,14.21,pushPings,7930,0,0,0,7019
NA,14.22,allInPings,10710,0,0,0,9054
NA,14.22,assistMePings,10710,0,0,0,5258
NA,14.22,commandPings,10710,0,0,0,3251
NA,14.22,enemyMissingPings,10710,0,0,0,3084
NA,14.22,enemyVisionPings,10710,0,0,0,6467
NA,14.22,getBackPings,10710,0,0,0,7047
NA,14.22,needVisionPings,10710,0,0,0,9331
NA,14.22,onMyWayPings,10710,0,0,0,2632
NA,14.22,pushPings,10710,0,0,0,9493
NA,14.23,allInPings,21360,0,0,0,17864
NA,14.23,assistMePings,21360,0,0,0,10372
NA,14.23,commandPings,21360,0,0,0,6724
NA,14.23,enemyMissingPings,21360,0,0,0,6134
NA,14.23,enemyVisionPings,21360,0,0,0,12990
NA,14.23,getBackPings,21360,0,0,0,13981
NA,14.23,needVisionPings,21360,0,0,0,18360
NA,14.23,onMyWayPings,21360,0,0,0,5195
NA,14.23,pushPings,21360,0,0,0,18958
NA,14.24,allInPings,28500,0,0,0,23669
NA,14.24,assistMePings,28500,0,0,0,13516
NA,14.24,commandPings,28500,0,0,0,8621
NA,14.24,enemyMissingPings,28500,0,0,0,7930
NA,14.24,enemyVisionPings,28500,0,0,0,16847
NA,14.24,getBackPings,28500,0,0,0,18310
NA,14.24,needVisionPings,28500,0,0,0,24480
NA,14.24,onMyWayPings,28500,0,0,0,6641
NA,14.24,pushPings,28500,0,0,0,25131
NA,15.1,allInPings,20660,0,0,0,17044
NA,15.1,assistMePings,20660,0,0,0,9689
NA,15.1,commandPings,20660,0,0,0,6252
NA,15.1,enemyMissingPings,20660,0,0,0,5937
NA,15.1,enemyVisionPings,20660,0,0,0,12099
NA,15.1,getBackPings,20660,0,0,0,13644
NA,15.1,needVisionPings,20660,0,0,0,17704
NA,15.1,onMyWayPings,20660,0,0,0,4990
NA,15.1,pushPings,20660,0,0,0,18277
NA,15.10,allInPings,19840,0,0,0,16314
NA,15.10,assistMePings,19840,0,0,0,9538
NA,15.10,commandPings,19840,0,0,0,5882
NA,15.10,enemyMissingPings,19840,0,0,0,5390
NA,15.10,enemyVisionPings,19840,0,0,0,11199
NA,15.10,getBackPings,19840,0,0,0,12831
NA,15.10,needVisionPings,19840,0,0,0,16937
NA,15.10,onMyWayPings,19840,0,0,0,4582
NA,15.10,pushPings,19840,0,0,0,17476
NA,15.11,allInPings,20570,0,0,0,17068
NA,15.11,assistMePings,20570,0,0,0,9850
NA,15.11,commandPings,20570,0,0,0,5802
NA,15.11,enemyMissingPings,20570,0,0,0,5627
NA,15.11,enemyVisionPings,20570,0,0,0,11792
NA,15.11,getBackPings,20570,0,0,0,13220
NA,15.11,needVisionPings,20570,0,0,0,17684
NA,15.11,onMyWayPings,20570,0,0,0,4783
NA,15.11,pushPings,20570,0,0,0,18194
NA,15.12,allInPings,26170,0,0,0,21458
NA,15.12,assistMePings,26170,0,0,0,12488
NA,15.12,commandPings,26170,0,0,0,7743
NA,15.12,enemyMissingPings,26170,0,0,0,7105
NA,15.12,enemyVisionPings,26170,0,0,0,14931
NA,15.12,getBackPings,26170,0,0,0,17197
NA,15.12,needVisionPings,26170,0,0,0,22361
NA,15.12,onMyWayPings,26170,0,0,0,5919
NA,15.12,pushPings,26170,0,0,0,23040
NA,15.13,allInPings,41700,0,0,0,34223
NA,15.13,assistMePings,41700,0,0,0,19771
NA,15.13,commandPings,41700,0,0,0,12148
NA,15.13,enemyMissingPings,41700,0,0,0,11557
NA,15.13,enemyVisionPings,41700,0,0,0,23755
NA,15.13,getBackPings,41700,0,0,0,27075
NA,15.13,needVisionPings,41700,0,0,0,35613
NA,15.13,onMyWayPings,41700,0,0,0,9584
NA,15.13,pushPings,41700,0,0,0,36672
NA,15.14,allInPings,34580,0,0,0,28335
NA,15.14,assistMePings,34580,0,0,0,16403
NA,15.14,commandPings,34580,0,0,0,9921
NA,15.14,enemyMissingPings,34580,0,0,0,9149
NA,15.14,enemyVisionPings,34580,0,0,0,19177
NA,15.14,getBackPings,34580,0,0,0,22193
NA,15.14,needVisionPings,34580,0,0,0,29423
NA,15.14,onMyWayPings,34580,0,0,0,7807
NA,15.14,pushPings,34580,0,0,0,30403
NA,15.15,allInPings,34820,0,0,0,28431
NA,15.15,assistMePings,34820,0,0,0,16344
NA,15.15,commandPings,34820,0,0,0,9760
NA,15.15,enemyMissingPings,34820,0,0,0,9152
NA,15.15,enemyVisionPings,34820,0,0,0,19396
NA,15.15,getBackPings,34820,0,0,0,22186
NA,15.15,needVisionPings,34820,0,0,0,29358
NA,15.15,onMyWayPings,34820,0,0,0,7753
NA,15.15,pushPings,34820,0,0,0,30467
NA,15.16,allInPings,39050,0,0,0,31885
NA,15.16,assistMePings,39050,0,0,0,18255
NA,15.16,commandPings,39050,0,0,0,11185
NA,15.16,enemyMissingPings,39050,0,0,0,10286
NA,15.16,enemyVisionPings,39050,0,0,0,21325
NA,15.16,getBackPings,39050,0,0,0,24961
NA,15.16,needVisionPings,39050,0,0,0,32959
NA,15.16,onMyWayPings,39050,0,0,0,8555
NA,15.16,pushPings,39050,0,0,0,34132
NA,15.17,allInPings,39050,0,0,0,31723
NA,15.17,assistMePings,39050,0,0,0,18365
NA,15.17,commandPings,39050,0,0,0,11299
NA,15.17,enemyMissingPings,39050,0,0,0,10622
NA,15.17,enemyVisionPings,39050,0,0,0,21932
NA,15.17,getBackPings,39050,0,0,0,25185
NA,15.17,needVisionPings,39050,0,0,0,32853
NA,15.17,onMyWayPings,39050,0,0,0,8920
NA,15.17,pushPings,39050,0,0,0,34092
NA,15.18,allInPings,39630,0,0,0,32145
NA,15.18,assistMePings,39630,0,0,0,18489
NA,15.18,commandPings,39630,0,0,0,11386
NA,15.18,enemyMissingPings,39630,0,0,0,10620
NA,15.18,enemyVisionPings,39630,0,0,0,22026
NA,15.18,getBackPings,39630,0,0,0,25539
NA,15.18,needVisionPings,39630,0,0,0,33322
NA,15.18,onMyWayPings,39630,0,0,0,8866
NA,15.18,pushPings,39630,0,0,0,34647
NA,15.19,allInPings,47770,0,0,0,38640
NA,15.19,assistMePings,47770,0,0,0,22113
NA,15.19,commandPings,47770,0,0,0,13610
NA,15.19,enemyMissingPings,47770,0,0,0,12403
NA,15.19,enemyVisionPings,47770,0,0,0,26561
NA,15.19,getBackPings,47770,0,0,0,30587
NA,15.19,needVisionPings,47770,0,0,0,40188
NA,15.19,onMyWayPings,47770,0,0,0,10715
NA,15.19,pushPings,47770,0,0,0,41670
NA,15.2,allInPings,14420,0,0,0,11877
NA,15.2,assistMePings,14420,0,0,0,6798
NA,15.2,commandPings,14420,0,0,0,4387
NA,15.2,enemyMissingPings,14420,0,0,0,4104
NA,15.2,enemyVisionPings,14420,0,0,0,8610
NA,15.2,getBackPings,14420,0,0,0,9664
NA,15.2,needVisionPings,14420,0,0,0,12291
NA,15.2,onMyWayPings,14420,0,0,0,3512
NA,15.2,pushPings,14420,0,0,0,12818
NA,15.20,allInPings,54240,0,0,0,43834
NA,15.20,assistMePings,54240,0,0,0,25051
NA,15.20,commandPings,54240,0,0,0,15421
NA,15.20,enemyMissingPings,54240,0,0,0,14231
NA,15.20,enemyVisionPings,54240,0,0,0,29913
NA,15.20,getBackPings,54240,0,0,0,34490
NA,15.20,needVisionPings,54240,0,0,0,45585
NA,15.20,onMyWayPings,54240,0,0,0,12061
NA,15.20,pushPings,54240,0,0,0,47466
NA,15.21,allInPings,55590,0,0,0,44963
NA,15.21,assistMePings,55590,0,0,0,25896
NA,15.21,commandPings,55590,0,0,0,16267
NA,15.21,enemyMissingPings,55590,0,0,0,14897
NA,15.21,enemyVisionPings,55590,0,0,0,30932
NA,15.21,getBackPings,55590,0,0,0,35661
NA,15.21,needVisionPings,55590,0,0,0,46610
NA,15.21,onMyWayPings,55590,0,0,0,12537
NA,15.21,pushPings,55590,0,0,0,48672
NA,15.22,allInPings,87480,0,0,0,70848
NA,15.22,assistMePings,87480,0,0,0,40655
NA,15.22,commandPings,87480,0,0,0,25259
NA,15.22,enemyMissingPings,87480,0,0,0,23255
NA,15.22,enemyVisionPings,87480,0,0,0,48710
NA,15.22,getBackPings,87480,0,0,0,56027
NA,15.22,needVisionPings,87480,0,0,0,73368
