estimate,one_step_sd,full_refit_sd,sd_ratio,one_step_low,one_step_high,full_refit_low,full_refit_high,paired_rmse,paired_correlation,n_matches,replicates,max_score_error
0.10279527594274314,0.016311365787876418,0.01644865477219225,0.9916534825359743,0.07203020503579635,0.1366044756944648,0.0727261197207416,0.13649086404173008,0.0010035212605640296,0.998519050021863,21000,300,9.469569025984522e-09
