predictor,beta,se,ci_low,ci_high,odds_ratio,or_low,or_high,p_value,n_matches,outcome,model,interval_method,specification,status,q_value_within_sensitivity_family
maintenance_diff_z,0.0976490214298832,0.0036221130134107,0.0905496799235981,0.1047483629361684,1.1025757367341142,1.094775894673468,1.1104311495617702,4.458184864757483e-160,371632,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_16.3,estimated,1.448910081046182e-159
maintenance_diff_z,0.0988667766922207,0.0032993712076458,0.0924000091252348,0.1053335442592067,1.1039192219917446,1.09680346573912,1.1110811432945615,2.777495484893536e-197,440223,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_16.4,estimated,9.419332513986775e-197
maintenance_diff_z,0.0866318617492192,0.0038079030463859,0.0791683717783028,0.0940953517201356,1.0904951528360605,1.082386550077105,1.0986645004728028,1.417359341475137e-114,346660,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_16.5,estimated,3.251589077501785e-114
maintenance_diff_z,0.097777901204824,0.0065497083237021,0.0849404728903678,0.1106153295192801,1.1027178456042024,1.0886522604470945,1.1169651606791178,2.147637032185653e-50,128266,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_16.6,estimated,4.085748500255633e-50
maintenance_diff_z,0.0919061688188746,0.0076240629076015,0.0769630055199757,0.1068493321177736,1.0962619537008231,1.0800021215366389,1.1127665836637666,1.830881980265468e-33,85451,first_post_neutral_blue,logistic,match-score HC0 Wald,all_ten_participants_disjoint,estimated,3.4002093919215835e-33
maintenance_diff_z,0.094377196079365,0.0016608084782687,0.0911220114619581,0.0976323806967718,1.0989741965059363,1.0954026487838897,1.1025573892182026,0.0,1773618,first_post_neutral_blue,logistic,match-score HC0 Wald,region_tier_balanced_matches,estimated,0.0
maintenance_diff_z,0.0955304977167006,0.0014899537748877,0.0926101883179207,0.0984508071154806,1.1002423764025644,1.097034015233589,1.103460120672928,0.0,2210921,first_post_neutral_blue,logistic,match-score HC0 Wald,coverage_inverse_probability_weighted,estimated,0.0
maintenance_diff_z,0.0670136207316227,0.0021569218929378,0.0627860538214645,0.0712411876417809,1.0693100428605244,1.064799005181995,1.073840191620899,6.299888707285735e-212,1375143,underdog_win,logistic,match-score HC0 Wald,exploratory_comeback_1000,estimated,2.233596905310397e-211
maintenance_diff_z,0.0664768148046897,0.0026462131497553,0.0612902370311693,0.0716633925782101,1.068736184930737,1.0632074515848051,1.0742936679739787,2.8968596040360968e-139,1022137,underdog_win,logistic,match-score HC0 Wald,exploratory_comeback_1500,estimated,7.79155341775226e-139
maintenance_diff_z,0.0706778496742989,0.003358271785725,0.0640956369742779,0.07726006237432,1.0732354270293722,1.066194361488449,1.0803229912254584,2.4934298355947462e-98,730030,underdog_win,logistic,match-score HC0 Wald,exploratory_comeback_2000,estimated,5.118092820431321e-98
maintenance_diff_z,0.096543749432184,0.0014838426726906,0.0936354177937104,0.0994520810706577,1.101357763866604,1.0981593035827768,1.1045655398737089,0.0,2210949,first_post_neutral_blue,logistic,match-score HC0 Wald,strict_nominal_10min_earlier_state_frame,estimated,0.0
maintenance_diff_z,0.1011768246461231,0.0017107578273226,0.0978237393045707,0.1045299099876756,1.1064722760350882,1.102768393253297,1.110188599096947,0.0,2080676,first_post_neutral_blue,logistic,match-score HC0 Wald,window_0_15,estimated,0.0
