measure,contrast,estimate,ci_low,ci_high,se,z,p_value,log10_p,standardized_difference,d_ci_low,d_ci_high,pooled_player_sd,p_holm,log10_p_holm
indicator_equal_weight,KR-NA,0.1745994780213217,0.17021795898765243,0.17880391572925863,0.0021705800141111798,80.43908857827459,9.0510358314e-1408,-1407.0433017158086,0.555791741548838,0.5407701648274325,0.5699028869373794,0.3141455062552049,2.7153107494e-1407,-1406.566180461089
indicator_equal_weight,KR-EUW,0.11768996890031394,0.11315845740625072,0.12222378765445654,0.0022463612448559546,52.39138147073076,1.3945363068e-598,-597.8555701743916,0.36187965056018545,0.34774230264148226,0.3760171380402969,0.32521853250972044,2.7890726135e-598,-597.5545401787276
indicator_equal_weight,EUW-NA,0.056909509121007756,0.05235936368588299,0.06143776707247327,0.002234584683833607,25.467600101588,4.5068863669e-143,-142.34612339175013,0.17584669393878444,0.16167114640462674,0.18920398751283718,0.32363138507920447,4.5068863669e-143,-142.34612339175013
