measure,contrast,type,estimate,ci_low,ci_high,se,family,log10_p,log10_p_holm,p_value,p_holm
need_vision_pings_pm,EUW DIAMOND-EMERALD,adjacent,0.017400774457986393,0.010718020979905192,0.024270322592017543,0.0035816227922898674,adjacent_nine_signals,-5.926763956305666,-3.997345030591373,1.1836847262e-6,1.0061320173e-4
need_vision_pings_pm,EUW BRONZE,local_change,-0.007048756559323036,-0.018006389670978392,0.003708999120603719,0.00561245441520361,local_change_nine_signals,-0.6795475731131259,0.0,2.0914737921e-1,1.0000000000e+0
need_vision_pings_pm,EUW SILVER,local_change,0.012355902331009416,0.0006245379024016675,0.023557470462164186,0.005729012824477791,local_change_nine_signals,-1.508258300931391,0.0,3.1027136697e-2,1.0000000000e+0
need_vision_pings_pm,EUW GOLD,local_change,-0.006026686904499104,-0.020673655752376945,0.0064694423346847866,0.006832129148530174,local_change_nine_signals,-0.4228328636511262,0.0,3.7771752591e-1,1.0000000000e+0
need_vision_pings_pm,EUW PLATINUM,local_change,0.0025995593415317347,-0.009539923115294467,0.01466733556594443,0.006183990880049187,local_change_nine_signals,-0.17120110016297813,0.0,6.7421575964e-1,1.0000000000e+0
need_vision_pings_pm,EUW EMERALD,local_change,0.013907568725075398,0.0030814252273873403,0.025350787290376403,0.005817907337005972,local_change_nine_signals,-1.7740051251889282,0.0,1.6826542036e-2,1.0000000000e+0
need_vision_pings_pm,KR Diamond-Iron,endpoint,-0.03885977253258438,-0.04682211038458508,-0.03103000377513234,0.00395595519824949,endpoint_nine_signals,-22.047982322734203,-21.44592233140624,8.9540121069e-23,3.5816048428e-22
need_vision_pings_pm,KR BRONZE-IRON,adjacent,-0.03615399907488995,-0.04229249929429154,-0.029960859405570604,0.0031767531054026285,adjacent_nine_signals,-29.28301199135401,-27.115694656605832,5.2118032054e-30,7.6613507119e-28
need_vision_pings_pm,KR SILVER-BRONZE,adjacent,-0.004393390190877644,-0.010999740732856896,0.0016479258220612662,0.0030225005723045926,adjacent_nine_signals,-0.8354450877327193,0.0,1.4606794263e-1,1.0000000000e+0
need_vision_pings_pm,KR GOLD-SILVER,adjacent,-0.0022171088332734457,-0.008885196065957205,0.005414555789149152,0.003812025581544129,adjacent_nine_signals,-0.2511687627886362,0.0,5.6083000037e-1,1.0000000000e+0
need_vision_pings_pm,KR PLATINUM-GOLD,adjacent,0.0006506507473361678,-0.007413928821906903,0.008464216364010714,0.004073076947991438,adjacent_nine_signals,-0.05894470779916228,0.0,8.7308251781e-1,1.0000000000e+0
