context,region,level,measure,estimate,ci_low,ci_high,se,n_records,n_players,unit
tier,NA,IRON,get_back_pings_pm,0.3313906249626653,0.31289695325828243,0.3515365373902133,0.010408127217067614,119998,6000,events per player per 10 min
tier,NA,BRONZE,get_back_pings_pm,0.3356765888160553,0.31609893416805585,0.3553397769552606,0.009935156053584115,120000,6000,events per player per 10 min
tier,NA,SILVER,get_back_pings_pm,0.37093648882658337,0.3530460829676283,0.39104918827195134,0.009666375029569083,120000,6000,events per player per 10 min
tier,NA,GOLD,get_back_pings_pm,0.4322393886247189,0.41242011259155453,0.45261426587519316,0.010384819886092654,120000,6000,events per player per 10 min
tier,NA,PLATINUM,get_back_pings_pm,0.5019007663443499,0.4801550405755647,0.5234165105109007,0.011166427040430377,120000,6000,events per player per 10 min
tier,NA,EMERALD,get_back_pings_pm,0.5876857593880069,0.5654208338564651,0.6113180152840303,0.012517959481252117,120000,6000,events per player per 10 min
tier,NA,DIAMOND,get_back_pings_pm,0.6756820632513793,0.6488900977788246,0.7048596196858833,0.014540890443681195,120000,6000,events per player per 10 min
tier,EUW,IRON,get_back_pings_pm,0.39593490024493355,0.3727891545192709,0.4199101635959546,0.011966157456696314,119996,6000,events per player per 10 min
tier,EUW,BRONZE,get_back_pings_pm,0.3862250547114972,0.3650795174934,0.4065529413445971,0.010967099845828082,120000,6000,events per player per 10 min
tier,EUW,SILVER,get_back_pings_pm,0.4005731158612629,0.3806467452601611,0.4203626281859209,0.01051180334591409,120000,6000,events per player per 10 min
tier,EUW,GOLD,get_back_pings_pm,0.4656474554649074,0.44512383698904523,0.48663492188885155,0.010999897341757906,120000,6000,events per player per 10 min
tier,EUW,PLATINUM,get_back_pings_pm,0.5037195875342331,0.483432218882264,0.526015586527676,0.011492185883070723,120000,6000,events per player per 10 min
tier,EUW,EMERALD,get_back_pings_pm,0.5857758929771489,0.5608587391638628,0.6110404783021351,0.012719357979291296,120000,6000,events per player per 10 min
tier,EUW,DIAMOND,get_back_pings_pm,0.6927776996398086,0.6638078019931797,0.7207038566206165,0.014481929496333742,120000,6000,events per player per 10 min
tier,KR,IRON,get_back_pings_pm,0.7206861502421025,0.6937864396516241,0.7470747723457531,0.013402500055622983,120000,6000,events per player per 10 min
tier,KR,BRONZE,get_back_pings_pm,0.8103291308050934,0.783258795300534,0.8348630856669257,0.013001705157074607,120000,6000,events per player per 10 min
tier,KR,SILVER,get_back_pings_pm,0.8794282511813591,0.8528359780558293,0.9067017780222714,0.013985861206107592,120000,6000,events per player per 10 min
tier,KR,GOLD,get_back_pings_pm,0.9617716449428901,0.932821518583077,0.9904134499848124,0.01486566195981621,120000,6000,events per player per 10 min
tier,KR,PLATINUM,get_back_pings_pm,0.9859927538358635,0.9572772284326091,1.01643864028456,0.015378417787270896,120000,6000,events per player per 10 min
tier,KR,EMERALD,get_back_pings_pm,1.0603718719535575,1.0287595954820652,1.092244842495381,0.016810230634815407,120000,6000,events per player per 10 min
tier,KR,DIAMOND,get_back_pings_pm,1.178926386271237,1.1403936742642973,1.2159805087086069,0.01886816949290102,120000,6000,events per player per 10 min
