context,region,level,measure,estimate,ci_low,ci_high,se,n_records,n_players,unit
position,NA,TOP,shared_information_maintenance,-0.5781681215638879,-0.5826391863003184,-0.5738323703069654,0.002266421702720339,176512,23441,adjusted score
position,NA,JUNGLE,shared_information_maintenance,-0.33843846839837755,-0.3453405808886054,-0.33152694634642793,0.0034513891320559894,161457,21371,adjusted score
position,NA,MIDDLE,shared_information_maintenance,-0.4593794751119348,-0.46493801716225663,-0.4538093379141791,0.0027080036433093026,171199,24327,adjusted score
position,NA,BOTTOM,shared_information_maintenance,-0.46535412884160593,-0.4713311951514591,-0.4597477413204757,0.002796473490635148,158908,21835,adjusted score
position,NA,UTILITY,shared_information_maintenance,1.1482452189018426,1.13530263865174,1.1601043535015159,0.006416365303299762,171922,22076,adjusted score
position,EUW,TOP,shared_information_maintenance,-0.5538058957518227,-0.5584965580311685,-0.5491884240628493,0.002371040886280889,170865,23938,adjusted score
position,EUW,JUNGLE,shared_information_maintenance,-0.31294866813733063,-0.3196228847183945,-0.305991568276845,0.0036004727315955055,154248,20177,adjusted score
position,EUW,MIDDLE,shared_information_maintenance,-0.43820604215924913,-0.44393873267914047,-0.432235330657569,0.002953131348100871,168988,23035,adjusted score
position,EUW,BOTTOM,shared_information_maintenance,-0.4552780939350889,-0.46080450446111526,-0.4493114673454721,0.002850454977451276,166198,21428,adjusted score
position,EUW,UTILITY,shared_information_maintenance,1.259004990823593,1.2463372635447325,1.272290294390761,0.006689537959995275,179697,22246,adjusted score
position,KR,TOP,shared_information_maintenance,-0.41125935980767137,-0.4159385286428416,-0.40695573390333495,0.00233031286664902,179477,26015,adjusted score
position,KR,JUNGLE,shared_information_maintenance,0.18135386180954882,0.17322310177896247,0.18974970641629213,0.004213850036824372,159559,23792,adjusted score
position,KR,MIDDLE,shared_information_maintenance,-0.1622114906359038,-0.16828207058196243,-0.15625051440006357,0.0030341205592249692,177757,27189,adjusted score
position,KR,BOTTOM,shared_information_maintenance,-0.20619291175782561,-0.21253336774909248,-0.2008903903623005,0.0030239199786124354,162779,23388,adjusted score
position,KR,UTILITY,shared_information_maintenance,1.7798219514722136,1.7665427494849253,1.7926001728154821,0.0065538461531645005,160428,29180,adjusted score
