region,measure,score,count,density,bandwidth,bin_width
NA,overall,-1.0989754861459078,4,0.022477519928984533,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0959559808190842,2,0.022980160410715905,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0929364754922608,3,0.023498582365694725,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0899169701654374,0,0.024034471704376902,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0868974648386138,2,0.024587667537990233,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0838779595117902,3,0.02515833032632767,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0808584541849668,4,0.02574767681782461,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0778389488581435,4,0.02635560860166651,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0748194435313199,5,0.026983592311436076,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0717999382044965,3,0.027631127558096002,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0687804328776729,3,0.028299032668522992,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0657609275508495,4,0.028987869357591945,0.05591942132945575,0.0030195053268233796
NA,overall,-1.062741422224026,1,0.02969764102891505,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0597219168972025,4,0.030428917216081194,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0567024115703791,3,0.031182249794458324,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0536829062435555,2,0.03195853103774778,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0506634009167322,4,0.03275709341865422,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0476438955899086,3,0.03357824586856944,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0446243902630852,5,0.03442361507985055,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0416048849362616,5,0.035292962329918694,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0385853796094382,3,0.036186425320200145,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0355658742826148,6,0.037104746799587134,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0325463689557912,2,0.038048462952466056,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0295268636289678,4,0.039018174888245896,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0265073583021442,3,0.040014076731388216,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0234878529753209,2,0.041037287387844526,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0204683476484973,10,0.042087795728667055,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0174488423216739,7,0.04316629309209813,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0144293369948505,7,0.04427420711921946,0.05591942132945575,0.0030195053268233796
NA,overall,-1.011409831668027,6,0.04541059049235699,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0083903263412035,4,0.046576419597466785,0.05591942132945575,0.0030195053268233796
NA,overall,-1.00537082101438,7,0.047773181660225386,0.05591942132945575,0.0030195053268233796
NA,overall,-1.0023513156875565,2,0.0490010180972548,0.05591942132945575,0.0030195053268233796
NA,overall,-0.999331810360733,7,0.05026036495490808,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9963123050339096,5,0.05155179848758548,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9932927997070861,3,0.05287611095418852,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9902732943802626,4,0.054233086769138496,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9872537890534392,5,0.0556232773706858,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9842342837266156,10,0.05704748758749524,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9812147783997922,5,0.058506220505442574,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9781952730729687,11,0.06000005043293787,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9751757677461452,13,0.06152766126610669,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9721562624193217,9,0.06308975987160038,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9691367570924982,5,0.06468732765791044,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9661172517656748,6,0.0663190976062246,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9630977464388513,5,0.06798635361513036,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9600782411120279,9,0.06968777466321709,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9570587357852044,8,0.07142361970913133,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9540392304583809,6,0.07319388956746753,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9510197251315574,8,0.07499898265560906,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9480002198047339,3,0.07683677831490807,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9449807144779105,7,0.07870819998798773,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9419612091510869,8,0.08061243385847303,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9389417038242636,11,0.08254990111130692,0.05591942132945575,0.0030195053268233796
NA,overall,-0.93592219849744,9,0.08451900961775781,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9329026931706166,12,0.0865197962357239,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9298831878437931,8,0.0885526169338771,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9268636825169696,10,0.09061577117118805,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9238441771901462,11,0.09271067826376116,0.05591942132945575,0.0030195053268233796
NA,overall,-0.9208246718633226,17,0.09483720651067308,0.05591942132945575,0.0030195053268233796
