region,display_region,maintenance_difference_sd,model_predictor_z,probability,ci_low,ci_high,se,n_model_matches,n_reference_matches,method,specification
EUW1,EUW,0.25,0.2923910534060775,0.4939939592634718,0.49288859681318975,0.4950993217137538,0.0005639604338173614,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.30000000000000027,0.3423910534060778,0.4950076066031401,0.49388627607002766,0.4961289371362525,0.0005721074148532693,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.3500000000000001,0.3923910534060776,0.4960212891286828,0.4948817631063326,0.49716081515103305,0.0005813908277297118,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.40000000000000036,0.44239105340607787,0.4970349992514365,0.49587515550655226,0.4981948429963208,0.0005917570126960633,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.4500000000000002,0.4923910534060777,0.4980487293820897,0.49686655565301635,0.4992309031111631,0.0006031498617721151,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.5,0.5423910534060775,0.4990624719308729,0.49785606843973745,0.5002688754220083,0.0006155119852731725,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.5500000000000003,0.5923910534060778,0.5000762193077618,0.4988437992609229,0.5013086393546007,0.0006287857381831119,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.6000000000000001,0.6423910534060776,0.5010899639226868,0.49982985231048604,0.5023500755348875,0.000642914087857529,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.6500000000000004,0.6923910534060779,0.502103698185731,0.5008143292020647,0.5033930671693972,0.0006578413181970938,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.7000000000000002,0.7423910534060777,0.5031174145073243,0.5017973278981989,0.5044375011164497,0.0006735135760843779,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.75,0.7923910534060775,0.5041311052984535,0.5027789419229879,0.5054832686739191,0.0006898792731967531,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.8000000000000003,0.8423910534060778,0.5051447629708617,0.5037592598237348,0.5065302661179887,0.0007068893607790442,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.8500000000000001,0.8923910534060776,0.5061583799372469,0.5047383648439354,0.5075783950305583,0.0007244974965874834,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.9000000000000004,0.9423910534060779,0.5071719486114612,0.5057163347693308,0.5086275624535916,0.0007426601235359347,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,0.9500000000000002,0.9923910534060777,0.5081854614087199,0.5066932419114537,0.5096776809059861,0.000761336478197016,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.0,1.0423910534060774,0.5091989107458001,0.5076691531964965,0.5107286682951038,0.0007804885455630695,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.0500000000000003,1.0923910534060777,0.5102122890412324,0.5086441303320308,0.511780447750434,0.0008000809740824124,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.1,1.1423910534060775,0.5112255887155122,0.5096182300284333,0.512832947402591,0.0008200809627953175,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.1500000000000004,1.1923910534060778,0.5122388021912984,0.5105915042562191,0.5138861001263776,0.0008404581301424598,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.2000000000000002,1.2423910534060776,0.5132519218936097,0.511564000524492,0.5149398432627273,0.0008611843719987994,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.25,1.2923910534060774,0.5142649402500317,0.5125357621689081,0.5159941183311553,0.0008822337148589563,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.3000000000000003,1.3423910534060777,0.5152778496909082,0.5135068286406016,0.5170488707412147,0.0009035821685237852,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.35,1.3923910534060775,0.5162906426495542,0.5144772357896281,0.5181040495094802,0.0009252075815949361,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.4000000000000004,1.4423910534060778,0.5173033115624465,0.5154470161386545,0.5191596069862384,0.000947089501934688,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.4500000000000002,1.4923910534060776,0.5183158488694196,0.5164161991436315,0.5202154985952078,0.0009692090437694665,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.5,1.5423910534060774,0.5193282470138829,0.517384811440058,0.5212716825877078,0.0009915487621555957,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.5500000000000003,1.5923910534060777,0.5203404984429989,0.5183528770731954,0.5223281198128024,0.0010140925356140055,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.6,1.6423910534060775,0.5213525956078953,0.5193204177127637,0.5233847735030268,0.001036825456699792,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.6500000000000004,1.6923910534060778,0.5223645309638691,0.5202874528513501,0.5244416090763881,0.0010597337308770446,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.7000000000000002,1.7423910534060776,0.5233762969705711,0.5212539999876604,0.5254985939534818,0.0010828045831176958,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.75,1.7923910534060774,0.5243878860922068,0.5222200747949244,0.5265556973894892,0.001106026172082877,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.8000000000000003,1.8423910534060777,0.52539929079775,0.5231856912753297,0.5276128903201704,0.0011293875114389766,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.85,1.8923910534060775,0.5264105035611263,0.5241508619014223,0.5286701452208302,0.0011528783978081215,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.9000000000000004,1.9423910534060778,0.527421516861417,0.5251155977453591,0.529727435977475,0.0011764893449275047,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,1.9500000000000002,1.9923910534060776,0.5284323231830499,0.526079908596844,0.5307847377692558,0.0012002115235744347,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
EUW1,EUW,2.0,2.0423910534060776,0.5294429150160088,0.527043803070788,0.5318420269612296,0.0012240367067453157,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-2.0,-1.9576089465939226,0.44278524976545514,0.4402928606863767,0.4452776388445336,0.001271627081162466,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.95,-1.9076089465939225,0.4439749389365312,0.4415332234551773,0.44641665441788514,0.0012457732047724,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.9,-1.8576089465939225,0.4451652108346243,0.44277399253655936,0.4475564291326892,0.0012200093357474244,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.85,-1.8076089465939227,0.4463560532455383,0.44401513707308543,0.44869696941799114,0.0011943449859453449,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.8,-1.7576089465939226,0.4475474539341528,0.44525662475377925,0.44983828311452634,0.0011687903981497721,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.75,-1.7076089465939226,0.4487394006448173,0.44649842167344816,0.4509803796161865,0.0011433566180454897,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.7,-1.6576089465939225,0.449931881101823,0.4477404921769656,0.45212327002668035,0.0011180555739068315,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.65,-1.6076089465939225,0.4511248830098557,0.44898279868703495,0.45326696733267646,0.0010929001647044737,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.6,-1.5576089465939227,0.45231839405442104,0.45022530151351264,0.45441148659532943,0.00106790435760632,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.55,-1.5076089465939226,0.4535124019023023,0.45146795864293127,0.45555684516167333,0.001043083295597475,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.5,-1.4576089465939226,0.45470689420201005,0.4527107255063414,0.4567030628976787,0.0010184534161574652,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.45,-1.4076089465939225,0.45590185858423454,0.4539535547237642,0.4578501624447049,0.0009940325818726145,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.4,-1.3576089465939225,0.457097282662293,0.4551963958238272,0.4589981695007588,0.0009698402237070375,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.35,-1.3076089465939227,0.4582931540325798,0.4564391949369675,0.4601471131281921,0.0009458974977613737,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.2999999999999998,-1.2576089465939224,0.4594894602750348,0.45768189446169555,0.46129702608837403,0.0009222274557853383,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.25,-1.2076089465939226,0.4606861889535787,0.45892443270310973,0.4624479452040477,0.00089885522983112,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.2,-1.1576089465939225,0.46188332761659207,0.4601667434848111,0.463599911748373,0.0008758082305004915,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.15,-1.1076089465939225,0.46308086379734725,0.46140875573564594,0.46475297185904857,0.0008531163580108748,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.1,-1.0576089465939227,0.4642787850144929,0.46265039305556444,0.4659071769734213,0.0008308122239430777,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.0499999999999998,-1.0076089465939224,0.4654770787724957,0.4638915732665147,0.46706258427847674,0.0008089313806025715,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-1.0,-0.9576089465939225,0.4666757325621007,0.4651322079579979,0.4682192571662035,0.0007875125531136597,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.95,-0.9076089465939224,0.46787473386081047,0.466372202041196,0.4693772656804249,0.0007665978671502335,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.8999999999999999,-0.8576089465939224,0.4690740701333329,0.46761145333052084,0.470536686936145,0.0007462330626592248,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.8499999999999999,-0.8076089465939223,0.47027372883203467,0.46884985217809244,0.4716976054859769,0.000726467680582757,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.7999999999999998,-0.7576089465939223,0.47147369739744344,0.47008728119450105,0.4728601136003858,0.000707355205582841,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.75,-0.7076089465939225,0.47267396325865957,0.47132361509743953,0.4740243114198796,0.0006889531434795983,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.7,-0.6576089465939224,0.47387451383387413,0.4725587207391815,0.4751903069285668,0.0006713230074962627,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.6499999999999999,-0.6076089465939224,0.47507533653079664,0.4737924573731125,0.4763582156884808,0.000654530182491925,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.5999999999999999,-0.5576089465939223,0.4762764187471497,0.4750246772262017,0.47752816026809775,0.0006386436331367471,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.5499999999999998,-0.5076089465939223,0.47747774787111164,0.4762552264493655,0.47870026929285775,0.0006237354192582122,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.5,-0.4576089465939225,0.47867931128180957,0.47748394651452236,0.4798746760490968,0.0006098799833098036,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.44999999999999996,-0.40760894659392244,0.47988109634977805,0.47871067611752843,0.48105151658202766,0.0005971531797191932,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.3999999999999999,-0.3576089465939224,0.4810830904374183,0.4799352536229291,0.4822309272519075,0.0005856310278006253,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.34999999999999987,-0.30760894659392235,0.4822852808994935,0.48115752005090484,0.4834130417480822,0.0005753881880554494,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.2999999999999998,-0.2576089465939223,0.4834876550835723,0.4823773225558928,0.4845979876112518,0.0005664961875915692,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.25,-0.20760894659392248,0.4846902003305339,0.4835945182846276,0.4857858823764402,0.0005590214519930254,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.19999999999999996,-0.15760894659392244,0.4858929039749961,0.4848089784334629,0.4869768295165294,0.0005530232354761444,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.1499999999999999,-0.10760894659392241,0.4870957533458265,0.4860205922630616,0.4881709144285914,0.0005485515728392269,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.09999999999999987,-0.057608946593922364,0.4882987357665999,0.48722927078302314,0.4893682007501766,0.0005456453997840575,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,-0.04999999999999982,-0.007608946593922319,0.48950183855606677,0.48843494980617375,0.4905687273059598,0.0005443309948433756,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.0,0.0423910534060775,0.49070504902864115,0.4896375920984592,0.4917725059588231,0.0005446208827459017,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.050000000000000266,0.09239105340607777,0.49190835449485876,0.4908371884186218,0.49297952057109573,0.0005465133042025506,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.10000000000000009,0.1423910534060776,0.4931117422618598,0.4920337573452515,0.49418972717846804,0.0005499923043919605,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.1499999999999999,0.19239105340607743,0.49431519963386517,0.4932273439087787,0.4954030553589516,0.0005550284311665705,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.20000000000000018,0.2423910534060777,0.4955187139126427,0.4944180171638871,0.49661941066139825,0.0005615799738548893,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.25,0.2923910534060775,0.4967222723979941,0.4956058669318117,0.4978386778641765,0.0005695946256032853,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.30000000000000027,0.3423910534060778,0.4979258623882136,0.4967909999982872,0.49906072477814006,0.0005790114234318501,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.3500000000000001,0.3923910534060776,0.4991294711805797,0.4979735360675348,0.5002854062936246,0.0005897628127780196,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.40000000000000036,0.44239105340607787,0.5003330860718203,0.49915360374817563,0.5015125683954649,0.0006017766957370409,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.4500000000000002,0.4923910534060777,0.5015366943585886,0.5003313367967057,0.5027420519204715,0.0006149783478994098,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.5,0.5423910534060775,0.5027402833379379,0.5015068707780614,0.5039736958978143,0.0006292921223859021,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.5500000000000003,0.5923910534060778,0.5039438403078,0.5026803402368307,0.5052073403787694,0.0006446428933516698,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.6000000000000001,0.6423910534060776,0.5051473525674648,0.5038518764137139,0.5064428287212157,0.0006609572213014809,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.6500000000000004,0.6923910534060779,0.5063508074180354,0.5050216054948049,0.5076800093412659,0.0006781642465461524,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.7000000000000002,0.7423910534060777,0.5075541921629276,0.5061896473499516,0.5089187369759036,0.0006961963331510171,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.75,0.7923910534060775,0.5087574941083242,0.5073561146978395,0.5101588735188088,0.0007149894951452269,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.8000000000000003,0.8423910534060778,0.5099607005636623,0.5085211126268251,0.5114002885004995,0.0007344836412434712,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.8500000000000001,0.8923910534060776,0.5111637988421049,0.5096847384014586,0.5126428592827513,0.0007546226737991763,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.9000000000000004,0.9423910534060779,0.5123667762610083,0.510847081489373,0.5138864710326437,0.0007753544753241947,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,0.9500000000000002,0.9923910534060777,0.5135696201424017,0.5120082237511404,0.515131016533663,0.000796630811868029,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.0,1.0423910534060774,0.5147723178134573,0.5131682397452024,0.5163763958817122,0.0008184071776810979,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.0500000000000003,1.0923910534060777,0.5159748566069617,0.514327197108512,0.5176225161054114,0.0008406426012498654,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.1,1.1423910534060775,0.5171772238617982,0.5154851569823494,0.518869290741247,0.0008632994282902161,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.1500000000000004,1.1923910534060778,0.5183794069234036,0.5166421744596675,0.5201166393871396,0.0008863430937428901,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.2000000000000002,1.2423910534060776,0.5195813931442504,0.5177982990368275,0.5213644872516734,0.0009097418915422958,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.25,1.2923910534060774,0.5207831698843153,0.5189535750570248,0.5226127647116058,0.0009334667486175785,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.3000000000000003,1.3423910534060777,0.5219847245115422,0.5201080421371537,0.5238614068859307,0.00095749100734108,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.35,1.3923910534060775,0.5231860444023275,0.5212617355724475,0.5251103532322076,0.0009817902193265656,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.4000000000000004,1.4423910534060778,0.5243871169419707,0.5224146867157821,0.5263595471681594,0.0010063419521370602,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.4500000000000002,1.4923910534060776,0.5255879295251615,0.5235669233300754,0.5276089357202477,0.0010311256097378337,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.5,1.5423910534060774,0.5267884695564291,0.5247184699133192,0.528858469199539,0.0010561222668928419,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.5500000000000003,1.5923910534060777,0.5279887244506248,0.5258693479969921,0.5301081009042575,0.0010813145171595143,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.6,1.6423910534060775,0.5291886816333743,0.5270195764186225,0.5313577868481261,0.001106686334057048,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.6500000000000004,1.6923910534060778,0.5303883285415549,0.5281691715701148,0.5326074855129951,0.0011322229446123157,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.7000000000000002,1.7423910534060776,0.5315876526237596,0.5293181476233377,0.5338571576241815,0.0011579107145009637,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.75,1.7923910534060774,0.5327866413407556,0.530466516734615,0.5351067659468962,0.001183737043949303,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.8000000000000003,1.8423910534060777,0.5339852821659491,0.5316142892299914,0.5363562751019068,0.001209690273447792,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.85,1.8923910534060775,0.5351835625858389,0.5327614737726807,0.5376056513989971,0.0012357595985501063,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.9000000000000004,1.9423910534060778,0.5363814701005016,0.5339080775146212,0.538854862686382,0.0012619349927961215,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,1.9500000000000002,1.9923910534060776,0.5375789922240204,0.5350541062332252,0.5401038782148155,0.0012882071381607675,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
KR,KR,2.0,2.0423910534060776,0.5387761164849668,0.5361995644550976,0.541352668514836,0.001314567362178122,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit
