measure,region,score,frequency,cumulative_count,n_players,cumulative_fraction
overall,NA,-1.07369878265703,1,128,42000,0.0030476190476190477
overall,NA,-1.0726990665384584,1,129,42000,0.0030714285714285713
overall,NA,-1.0722449674841998,1,130,42000,0.0030952380952380953
overall,NA,-1.0717549806919322,1,131,42000,0.0031190476190476189
overall,NA,-1.0701277029749154,1,132,42000,0.003142857142857143
overall,NA,-1.0695647495887568,1,133,42000,0.0031666666666666666
overall,NA,-1.0694527895908077,1,134,42000,0.0031904761904761906
overall,NA,-1.067214318624545,1,135,42000,0.0032142857142857142
overall,NA,-1.0662235494363266,1,136,42000,0.0032380952380952383
overall,NA,-1.066188967134829,1,137,42000,0.0032619047619047619
overall,NA,-1.0656152236807976,1,138,42000,0.0032857142857142859
overall,NA,-1.0629938563818189,1,139,42000,0.0033095238095238095
overall,NA,-1.0597896066189374,1,140,42000,0.0033333333333333335
overall,NA,-1.0593322157790126,1,141,42000,0.0033571428571428572
overall,NA,-1.0587652298474732,1,142,42000,0.0033809523809523808
overall,NA,-1.0582850311721683,1,143,42000,0.0034047619047619048
overall,NA,-1.057350280624359,1,144,42000,0.0034285714285714284
overall,NA,-1.0558197218184655,1,145,42000,0.0034523809523809524
overall,NA,-1.055584074856815,1,146,42000,0.003476190476190476
overall,NA,-1.0551191171936214,1,147,42000,0.0035000000000000001
overall,NA,-1.054263103145174,1,148,42000,0.0035238095238095237
overall,NA,-1.051774137771441,1,149,42000,0.0035476190476190477
overall,NA,-1.0513346795366398,1,150,42000,0.0035714285714285713
overall,NA,-1.0503101790003877,1,151,42000,0.0035952380952380954
overall,NA,-1.0502673550784836,1,152,42000,0.003619047619047619
overall,NA,-1.0487461149031323,1,153,42000,0.003642857142857143
overall,NA,-1.047242496171364,1,154,42000,0.0036666666666666666
overall,NA,-1.0463745127873705,1,155,42000,0.0036904761904761906
overall,NA,-1.0448900353885886,1,156,42000,0.0037142857142857142
overall,NA,-1.0444498267348656,1,157,42000,0.0037380952380952383
overall,NA,-1.0439723423300016,1,158,42000,0.0037619047619047619
overall,NA,-1.043696557017738,1,159,42000,0.0037857142857142859
overall,NA,-1.0434354555590497,1,160,42000,0.0038095238095238095
overall,NA,-1.0429951139537803,1,161,42000,0.0038333333333333331
overall,NA,-1.0424911435624908,1,162,42000,0.0038571428571428572
overall,NA,-1.0418852070990734,1,163,42000,0.0038809523809523808
overall,NA,-1.0413473291807622,1,164,42000,0.0039047619047619048
