measure,region,score,frequency,cumulative_count,n_players,cumulative_fraction
signalling,NA,-1.3439031713300365,1,95,42000,0.0022619047619047618
signalling,NA,-1.341961769120659,1,96,42000,0.0022857142857142859
signalling,NA,-1.341591677238574,1,97,42000,0.0023095238095238095
signalling,NA,-1.3412209736512006,1,98,42000,0.0023333333333333335
signalling,NA,-1.3386959877750528,1,99,42000,0.0023571428571428571
signalling,NA,-1.337989230644683,1,100,42000,0.0023809523809523812
signalling,NA,-1.3378006004078835,1,101,42000,0.0024047619047619048
signalling,NA,-1.3369756398965156,1,102,42000,0.0024285714285714284
signalling,NA,-1.336698237006699,1,103,42000,0.0024523809523809524
signalling,NA,-1.3361235394581978,1,104,42000,0.002476190476190476
signalling,NA,-1.3359417892909378,1,105,42000,0.0025000000000000001
signalling,NA,-1.333108424081707,1,106,42000,0.0025238095238095237
signalling,NA,-1.3315031734761713,1,107,42000,0.0025476190476190477
signalling,NA,-1.3286485373044,1,108,42000,0.0025714285714285713
signalling,NA,-1.3264801553453245,1,109,42000,0.0025952380952380953
signalling,NA,-1.326059183832952,1,110,42000,0.0026190476190476189
signalling,NA,-1.3256902964287358,1,111,42000,0.002642857142857143
signalling,NA,-1.3241841814039872,1,112,42000,0.0026666666666666666
signalling,NA,-1.3212230738079127,1,113,42000,0.0026904761904761906
signalling,NA,-1.320839539032854,1,114,42000,0.0027142857142857142
signalling,NA,-1.320817473967128,1,115,42000,0.0027380952380952383
signalling,NA,-1.3207483113424374,1,116,42000,0.0027619047619047619
signalling,NA,-1.3202822022106475,1,117,42000,0.0027857142857142859
signalling,NA,-1.3197525255146625,1,118,42000,0.0028095238095238095
signalling,NA,-1.3196473294485618,1,119,42000,0.0028333333333333335
signalling,NA,-1.3179473345985713,1,120,42000,0.0028571428571428571
signalling,NA,-1.31710991426613,1,121,42000,0.0028809523809523807
signalling,NA,-1.3152958675690416,1,122,42000,0.0029047619047619048
signalling,NA,-1.3152752359064843,1,123,42000,0.0029285714285714284
signalling,NA,-1.3148923942927735,1,124,42000,0.0029523809523809524
signalling,NA,-1.3122647528161622,1,125,42000,0.002976190476190476
signalling,NA,-1.310968362403947,1,126,42000,0.0030000000000000001
signalling,NA,-1.3100810882931615,1,127,42000,0.0030238095238095237
signalling,NA,-1.3093369087028526,1,128,42000,0.0030476190476190477
signalling,NA,-1.3090415662246524,1,129,42000,0.0030714285714285713
signalling,NA,-1.3083951406361058,1,130,42000,0.0030952380952380953
signalling,NA,-1.3083448306440133,1,131,42000,0.0031190476190476189
signalling,NA,-1.307976315835366,1,132,42000,0.003142857142857143
signalling,NA,-1.3079007443451731,1,133,42000,0.0031666666666666666
signalling,NA,-1.306568291234824,1,134,42000,0.0031904761904761906
signalling,NA,-1.3047594239836893,1,135,42000,0.0032142857142857142
signalling,NA,-1.3045620193516614,1,136,42000,0.0032380952380952383
signalling,NA,-1.3043791294874767,1,137,42000,0.0032619047619047619
signalling,NA,-1.3041587241797747,1,138,42000,0.0032857142857142859
signalling,NA,-1.3025731829963252,1,139,42000,0.0033095238095238095
