region,display_region_linear,maintenance_difference_sd,model_predictor_z_linear,probability_linear,ci_low_linear,ci_high_linear,se_linear,n_model_matches_linear,n_reference_matches_linear,method_linear,specification_linear,display_region_spline,model_predictor_z_spline,probability_spline,ci_low_spline,ci_high_spline,se_spline,n_model_matches_spline,n_reference_matches_spline,method_spline,specification_spline,difference_percentage_points
NA,NA,0.75,0.7923910534060775,0.5052314151369367,0.5038407107790958,0.5066221194947776,0.0007095430397147,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,0.7923910534060775,0.5061326295414816,0.5042495212861897,0.5080157377967736,0.000960769518006,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0901214404544936
NA,NA,0.8000000000000003,0.8423910534060778,0.5061791563842123,0.5047547910488346,0.50760352171959,0.0007267170078457,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,0.8423910534060778,0.5070354762963377,0.5051639171987392,0.5089070353939362,0.0009548770906114,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0856319912125425
NA,NA,0.8500000000000001,0.8923910534060776,0.5071268552762853,0.5056676185271876,0.5085860920253831,0.000744508545458,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,0.8923910534060776,0.5079296110786494,0.5060709070147071,0.5097883151425917,0.0009483183999705,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0802755802364107
NA,NA,0.9000000000000004,0.942391053406078,0.5080745056131172,0.5065792735815227,0.5095697376447117,0.0007628734855074,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,0.942391053406078,0.5088155656180923,0.5069691277858276,0.510662003450357,0.0009420601185023,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0741060004975091
NA,NA,0.9500000000000002,0.9923910534060776,0.5090221011958306,0.507489831199431,0.5105543711922301,0.0007817704063262,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,0.9923910534060776,0.509693871800983,0.5078570884054088,0.5115306551965573,0.000937134385497,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0671770605152444
NA,NA,1.0,1.0423910534060774,0.5099696358269005,0.5083993610439378,0.5115399106098631,0.0008011606035523,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.0423910534060774,0.5105650616363182,0.5087332292282015,0.5123968940444349,0.000934608371488,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0595425809417737
NA,NA,1.0500000000000005,1.0923910534060777,0.5109171033102498,0.5093079275914921,0.5125262790290074,0.0008210080197743,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.0923910534060777,0.5114296672232393,0.509596004749096,0.5132633296973826,0.0009355420786445,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0512563912989594
NA,NA,1.1,1.1423910534060775,0.5118644974514386,0.510215590329442,0.5135134045734352,0.0008412791438757,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.1423910534060775,0.5122882207197594,0.5104439874268571,0.5141324540126617,0.0009409353535215,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0423723268320852
NA,NA,1.1500000000000004,1.1923910534060778,0.5128118120577733,0.511122403993896,0.5145012201216506,0.0008619428897333,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.1923910534060778,0.513141254312653,0.5112759835376657,0.5150065250876403,0.0009516687627486,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0329442254879741
NA,NA,1.2000000000000002,1.2423910534060776,0.5137590409384697,0.5120284188328146,0.5154896630441248,0.0008829704620689,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.2423910534060776,0.5139893001883232,0.5120911448026544,0.5158874555739921,0.0009684466253412,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0230259249853537
NA,NA,1.25,1.2923910534060774,0.5147061779047848,0.5129336808820547,0.5164786749275149,0.0009043352156786,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.2923910534060774,0.5148328905045503,0.5128890558807696,0.516776725128331,0.0009917523590717,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0126712599765488
NA,NA,1.3000000000000005,1.3423910534060777,0.5156532167701672,0.5138382322455667,0.5174682012947677,0.0009260125125512,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.3423910534060777,0.5156725573629148,0.5136697805745841,0.5176753341512456,0.0010218248920054,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0019340592747663
NA,NA,1.35,1.3923910534060775,0.5166001513503995,0.5147421113725308,0.5184581913282682,0.0009479795805452,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.3923910534060775,0.5165088327818823,0.5144338588173769,0.5185838067463877,0.0010586601859721,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0091318568517184
NA,NA,1.4000000000000004,1.4423910534060778,0.5175469754637329,0.5156453533268509,0.5194485976006148,0.0009702153759601,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.4423910534060778,0.517342248670271,0.515182258612564,0.5195022387279781,0.001102035743728,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.020472679346184
NA,NA,1.4500000000000002,1.4923910534060776,0.5184936829310389,0.5165479900454756,0.5204393758166023,0.000992700451818,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.4923910534060776,0.51817333680114,0.5159162968778882,0.5204303767243917,0.0011515509812508,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0320346129898951
NA,NA,1.5,1.5423910534060774,0.5194402675759576,0.5174500505834299,0.5214304845684854,0.0010154168329223,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.5423910534060774,0.5190026287857983,0.5166375470704745,0.5213677105011221,0.0012066743445529,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0437638790159344
NA,NA,1.5500000000000005,1.5923910534060777,0.5203867232250181,0.5183515613441865,0.5224218851058497,0.0010383478983835,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.5923910534060777,0.5198306560479732,0.5173477494503663,0.52231356264558,0.0012667890804116,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0556067177044927
NA,NA,1.6,1.6423910534060775,0.5213330437078082,0.5192525462950207,0.5234135411205957,0.0010614782718303,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.6423910534060775,0.5206579497979167,0.5180487343802578,0.5232671652155756,0.0013312323559484,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0675093909891511
NA,NA,1.6500000000000004,1.6923910534060778,0.5222792228570925,0.5201530271669166,0.5244054185472684,0.0010847937194774,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.6923910534060778,0.5214849924029882,0.5187422865167721,0.5242276982892042,0.0013993397378653,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0794230454104316
NA,NA,1.7000000000000002,1.7423910534060776,0.5232252545089695,0.5210530236395965,0.5253974853783425,0.0011082810558025,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.7423910534060776,0.5223119257475711,0.5194296146772259,0.5251942368179163,0.0014705668726251,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0913328761398379
NA,NA,1.75,1.7923910534060774,0.5241711325030194,0.5219525535121646,0.5263897114938741,0.0011319280565585,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.7923910534060774,0.5231387462637684,0.520111574722653,0.5261659178048839,0.0015444752760793,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1032386239250948
NA,NA,1.8000000000000005,1.8423910534060777,0.5251168506824243,0.5228516328598543,0.5273820685049944,0.0011557233788622,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.8423910534060777,0.5239654498388451,0.5207888947866095,0.5271420048910807,0.0016206913531814,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1151400843579231
NA,NA,1.85,1.8923910534060773,0.5260624028941225,0.5237502761779936,0.5283745296102514,0.0011796564878208,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.8923910534060773,0.5247920323621774,0.5214621928150944,0.5281218719092604,0.0016988977281035,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1270370531945119
NA,NA,1.9000000000000004,1.942391053406077,0.5270077829889569,0.5246484965136862,0.5293670694642276,0.0012037175894238,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.942391053406077,0.5256184897253112,0.5221319925581662,0.5291049868924562,0.001778825085278,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1389293263645674
NA,NA,1.95,1.9923910534060776,0.5279529848218036,0.5255463055863774,0.5303596640572299,0.001227897569095,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,1.9923910534060776,0.5264448178220347,0.5227987380359181,0.5300908976081512,0.0018602447888349,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1508166999768967
NA,NA,2.0,2.0423910534060776,0.5288980022517173,0.5264437138979522,0.5313522906054825,0.0012521879355944,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,NA,2.0423910534060776,0.5272710125484514,0.5234628061845661,0.5310792189123368,0.0019429624305537,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1626989703265913
EUW,EUW,-2.0,-1.9576089465939224,0.4485387867797861,0.4462334100661715,0.4508441634934007,0.001176212608987,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.9576089465939224,0.4459257919752194,0.4424427694228404,0.4494088145275984,0.0017770523226423,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.261299480456667
EUW,EUW,-1.95,-1.9076089465939223,0.4495430460754281,0.4472833208406231,0.4518027713102331,0.0011529210381658,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.9076089465939223,0.4470558568253335,0.4437275369413121,0.450384176709355,0.0016981223898068,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.2487189250094612
EUW,EUW,-1.9,-1.8576089465939225,0.4505476781280687,0.4483333919323483,0.4527619643237891,0.0011297378549593,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.8576089465939225,0.4481864176557416,0.4450098850049581,0.4513629503065251,0.0016206799238691,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.2361260472327098
EUW,EUW,-1.85,-1.807608946593923,0.4515526755845833,0.4493835978273168,0.4537217533418497,0.0011066723251359,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.807608946593923,0.4493174639925162,0.446289326396262,0.4523456015887703,0.0015449681613541,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.2235211592067076
EUW,EUW,-1.8,-1.7576089465939226,0.452558031082317,0.450433911631416,0.454682150533218,0.001083734413725,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.7576089465939226,0.4504489853456687,0.4475652879327484,0.4533326827585889,0.0014712741902654,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.2109045736648329
EUW,EUW,-1.75,-1.7076089465939226,0.4535637372492829,0.451484304944832,0.4556431695537337,0.0010609348492096,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.7076089465939226,0.4515809712094991,0.4488370948545717,0.4543248475644264,0.0013999369157792,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1982766039783812
EUW,EUW,-1.7,-1.6576089465939223,0.454569786704339,0.4525347477246249,0.4566048256840531,0.0010382851937317,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.6576089465939223,0.4527134110629383,0.4501039537659741,0.4553228683599024,0.0013313557637572,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1856375641400731
EUW,EUW,-1.65,-1.6076089465939225,0.4555761720573786,0.453585208134431,0.4575671359803263,0.0010157979198712,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.6076089465939225,0.4538462649124012,0.4513648680815045,0.456327661743298,0.0012660187912738,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1729907144977394
EUW,EUW,-1.6,-1.557608946593923,0.4565828859095338,0.4546356523803154,0.4585301194387522,0.0009934864944991,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.557608946593923,0.4549793599876661,0.4526184340019045,0.4573402859734276,0.0012045540743681,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1603525921867687
EUW,EUW,-1.55,-1.5076089465939226,0.4575899208533607,0.455686044532203,0.4594937971745184,0.0009713654699784,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.5076089465939226,0.4561124859076459,0.4538631557517665,0.4583618160635254,0.0011476174264691,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1477434945714784
EUW,EUW,-1.5,-1.4576089465939226,0.458597269473027,0.4567363463298113,0.4604581926162427,0.0009494505832732,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.4576089465939226,0.4572454320000148,0.4550975902740473,0.4593932737259824,0.0010958376152895,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1351837473012207
EUW,EUW,-1.45,-1.4076089465939223,0.4596049243445158,0.45778651697276,0.4614233317162716,0.0009277588631406,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.4076089465939223,0.4583779873225378,0.4563204128573067,0.4604355617877689,0.001049782890424,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1226937021977958
EUW,EUW,-1.4,-1.3576089465939225,0.4606128780358084,0.4588365128946677,0.462389243176949,0.0009063087454799,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.3576089465939225,0.4595099406824929,0.4575304987969735,0.4614893825680122,0.0010099193293465,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.1102937353315514
EUW,EUW,-1.35,-1.307608946593923,0.4616211231070778,0.4598862875210121,0.4633559586931435,0.0008851201969722,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.307608946593923,0.4606410806561556,0.4587270143026322,0.462555147009679,0.0009765644660833,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0980042450922202
EUW,EUW,-1.2999999999999998,-1.2576089465939224,0.4626296521108974,0.4609357910120117,0.464323513209783,0.0008642148463702,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.2576089465939224,0.4617711956083711,0.4599095038635729,0.4636328873531694,0.0009498427269379,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0858456502526305
EUW,EUW,-1.25,-1.2076089465939226,0.4636384575924152,0.4619849699915008,0.4652919451933296,0.0008436161229155,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.2076089465939226,0.4629000737121486,0.4610779569350395,0.4647221904892578,0.0009296514168924,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0738383880266591
EUW,EUW,-1.2,-1.1576089465939223,0.4646475320895606,0.4630337672647919,0.4662612969143293,0.0008233494003921,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.1576089465939223,0.4640275029682811,0.4622328371230338,0.4658221688135283,0.0009156458394118,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0620029121279508
EUW,EUW,-1.15,-1.1076089465939225,0.4656568681332441,0.4640821215291502,0.4672316147373381,0.0008034421449459,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.1076089465939225,0.4651532712249551,0.4633750636568618,0.4669314787930483,0.0009072487592312,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0503596908288994
EUW,EUW,-1.1,-1.057608946593923,0.4666664582475314,0.4651299670825997,0.4682029494124632,0.0007839240637407,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.057608946593923,0.4662771661972983,0.464505946246396,0.4680483861482007,0.0009036836484195,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0389292050233081
EUW,EUW,-1.0499999999999998,-1.0076089465939224,0.4676762949498612,0.466177233538905,0.4691753563608174,0.0007648272504878,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-1.0076089465939224,0.4673989754869047,0.4656270858111705,0.4691708651626389,0.0009040253447623,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0277319462956504
EUW,EUW,-1.0,-0.9576089465939224,0.4686863707512408,0.4672238455592408,0.4701488959432409,0.000746186322449,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.9576089465939224,0.4685184866012435,0.4667402601548518,0.4702967130476351,0.0009072583910161,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0167884149997299
EUW,EUW,-0.95,-0.9076089465939224,0.4696966781564176,0.4682697226141524,0.4711236336986827,0.000728038541972,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.9076089465939224,0.46963548697297,0.4678473133604127,0.4714236605855272,0.0009123334757944,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,-0.0061191183447606
EUW,EUW,-0.8999999999999999,-0.8576089465939224,0.4707072096641093,0.4693147787933555,0.4720996405348632,0.0007104239136499,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.8576089465939224,0.4707497639790892,0.4689500620567272,0.4725494659014512,0.0009182152665112,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0042554314979903
EUW,EUW,-0.8499999999999999,-0.8076089465939223,0.4717179577671726,0.4703589226850169,0.4730769928493283,0.0006933852459977,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.8076089465939223,0.4718611049599766,0.4700502242009935,0.4736719857189597,0.0009239187545831,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0143147192803949
EUW,EUW,-0.7999999999999998,-0.7576089465939223,0.4727289149528181,0.471402057350551,0.4740557725550852,0.0006769681644219,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.7576089465939223,0.4729692972381778,0.471149369612053,0.4747892248643026,0.0009285345031248,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0240382285359719
EUW,EUW,-0.75,-0.7076089465939225,0.473740073702805,0.4724440804257591,0.4750360669798509,0.0006612210597172,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.7076089465939225,0.4740741281370611,0.4722488874969499,0.4758993687771723,0.0009312452245465,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0334054434256103
EUW,EUW,-0.7,-0.6576089465939224,0.4747514264936345,0.4734848843829775,0.4760179686042915,0.0006461949544168,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.6576089465939224,0.4751753849991734,0.4733499644834866,0.4770008055148602,0.0009313369977993,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.042395850553889
EUW,EUW,-0.6499999999999999,-0.6076089465939224,0.4757629657967444,0.4745243569917504,0.4770015746017383,0.000631943267854,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.6076089465939224,0.4762728552043613,0.4744535663490719,0.4780921440596507,0.0009282085996374,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0509889407616925
EUW,EUW,-0.5999999999999999,-0.5576089465939223,0.4767746840787146,0.4755623820167226,0.4779869861407065,0.0006185214601999,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.5576089465939223,0.4773663261876323,0.4755604167977422,0.4791722355775225,0.0009213823417806,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0591642108917711
EUW,EUW,-0.5499999999999998,-0.5076089465939223,0.4777865738014715,0.476598840188721,0.478974307414222,0.0006059865371175,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.5076089465939223,0.4784555854567067,0.4766709665709223,0.4802402043424912,0.0009105198396859,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0669011655235196
EUW,EUW,-0.5,-0.4576089465939225,0.4787986274224732,0.4776336104784222,0.4799636443665241,0.0005943964000259,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.4576089465939225,0.479540420609214,0.477785345410523,0.4812954958079049,0.0008954465299443,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.074179318674078
EUW,EUW,-0.4499999999999999,-0.4076089465939224,0.4798108373949114,0.4786665716896814,0.4809551031001414,0.0005838090332806,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.4076089465939224,0.4806206193495799,0.4789032876301699,0.4823379510689898,0.0008761896527602,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0809781954668464
EUW,EUW,-0.3999999999999999,-0.3576089465939224,0.4808231961679204,0.4796976043710407,0.4819487879648002,0.0005742815290203,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.3576089465939224,0.4816959690485965,0.480024001194425,0.483367936902768,0.0008530448235568,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0872772880676109
EUW,EUW,-0.3499999999999998,-0.3076089465939223,0.4818356961867679,0.4807265930184468,0.482944799355089,0.0005658689634291,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.3076089465939223,0.4827662375598346,0.4811453017156615,0.4843871734040076,0.0008270080837617,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0930541373066695
EUW,EUW,-0.2999999999999998,-0.2576089465939223,0.4828483298930511,0.4817534285122028,0.4839432312738994,0.000558623153494,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.2576089465939223,0.4838311661932211,0.4822634876883186,0.4853988446981235,0.0007998359718889,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.0982836300169986
EUW,EUW,-0.25,-0.2076089465939224,0.4838610897249111,0.4827780106976393,0.484944168752183,0.0005525913404448,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.2076089465939224,0.4848904945034301,0.4833745144903951,0.4864064745164652,0.000773459190324,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.1029404778518983
EUW,EUW,-0.1999999999999999,-0.1576089465939224,0.4848739681172159,0.4838002509868692,0.4859476852475626,0.0005478148624217,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,linear_logit,EUW,-0.1576089465939224,0.4859439622125171,0.4844742364164849,0.4874136880085493,0.0007498601000163,2210921,2208868,Common-reference standardization; fixed reference distribution; stratified match-score delta-method 95% CI,restricted_cubic_spline,0.1069994095301229
