metric,wards_placed_pm,wards_killed_pm,control_wards_bought_pm,enemy_missing_pings_pm,enemy_vision_pings_pm,command_pings_pm,need_vision_pings_pm,assist_me_pings_pm,on_my_way_pings_pm,push_pings_pm,all_in_pings_pm,get_back_pings_pm,assists_pm,kills_pm,deaths_pm,gold_earned_pm,total_damage_dealt_pm,vision_score_pm
wards_placed_pm,1.0,0.2387991069095309,0.4847418879008412,0.1646996565380838,0.1424629729293912,0.1561555615245616,0.0935858115499626,0.0884046931352278,0.0783928193176688,0.0562891053485728,0.0410665712558583,0.0592377077624086,0.1989542912582667,-0.0949044588947756,0.0505718081285797,-0.0716770348097712,-0.1052865472553625,0.8288219786815999
wards_killed_pm,0.2387991069095309,1.0,0.5076493860141703,0.0879400646275357,0.1929400186172428,0.1112874778172827,0.034110915029154,0.0302669932944522,0.0613840537625214,0.0176130398043538,0.0022123336594091,0.0528816636700192,0.145174911416452,-0.0356432570402101,0.0945517971438235,-0.0078312768034648,-0.1090783032757321,0.581825444784028
control_wards_bought_pm,0.4847418879008412,0.5076493860141703,1.0,0.1395642194745558,0.1571086357256532,0.1279051640191787,0.067854286163721,0.0767418366048969,0.1169057555681589,0.0557926213890089,0.0291664625228405,0.0712734725769913,0.1977431852924902,-0.1456215760622601,0.1034977633843855,-0.1362465707191522,-0.2132927970033004,0.5855914164981785
enemy_missing_pings_pm,0.1646996565380838,0.0879400646275357,0.1395642194745558,1.0,0.2558078775181202,0.3629008987543857,0.36827108105599,0.4491284723988915,0.4416775113423081,0.2989020024593004,0.2651039675495369,0.2279248570831061,0.0342934832754234,0.0166103442480057,0.0742488639784395,0.0353517020528865,0.0163285673582138,0.1779098052482115
enemy_vision_pings_pm,0.1424629729293912,0.1929400186172428,0.1571086357256532,0.2558078775181202,1.0,0.0166140149206262,0.148425513779895,0.1658235300564279,0.1793241412943666,0.1721878774277603,0.1585197535827434,0.1402128476803495,0.0287668836684578,0.004642754193576,-0.0068968272993312,0.0182544154918542,-0.0140573386936766,0.1873254113328707
command_pings_pm,0.1561555615245616,0.1112874778172827,0.1279051640191787,0.3629008987543857,0.0166140149206262,1.0,0.2823966630123357,0.3913760892276658,0.3903657888307957,0.2720241630041012,0.239209788721514,0.0670805256530537,0.0887039003272431,0.0575932815088568,-0.0182655853083051,0.0677276345721535,0.0269063189486814,0.1672617530225296
need_vision_pings_pm,0.0935858115499626,0.034110915029154,0.067854286163721,0.36827108105599,0.148425513779895,0.2823966630123357,1.0,0.4632501192255423,0.3475534906324083,0.3496408798423185,0.3188588805002371,0.2006980834826894,0.0238165465721984,0.0440639921624721,0.0133620290830082,0.0496375903027897,0.0348482866151086,0.1054089705833351
assist_me_pings_pm,0.0884046931352278,0.0302669932944522,0.0767418366048969,0.4491284723988915,0.1658235300564279,0.3913760892276658,0.4632501192255423,1.0,0.5754921702929465,0.3341151713158485,0.3578253776477195,0.2143190916589205,0.0547306121975056,0.0848622156661674,-0.0219406025653347,0.0849211013744692,0.052413045050794,0.0856219923433106
on_my_way_pings_pm,0.0783928193176688,0.0613840537625214,0.1169057555681589,0.4416775113423081,0.1793241412943666,0.3903657888307957,0.3475534906324083,0.5754921702929465,1.0,0.4016365560809906,0.3437229241177791,0.2462769450487908,0.1122684206235384,0.1367449095263216,0.0024005675846576,0.1113333730465042,0.0293617714713392,0.100700637278579
push_pings_pm,0.0562891053485728,0.0176130398043538,0.0557926213890089,0.2989020024593004,0.1721878774277603,0.2720241630041012,0.3496408798423185,0.3341151713158485,0.4016365560809906,1.0,0.3397471777526927,0.1671664422142165,0.031898067487384,0.0463131353550302,0.0147085756858387,0.0603447432972762,0.0324391131358541,0.0482569865220341
all_in_pings_pm,0.0410665712558583,0.0022123336594091,0.0291664625228405,0.2651039675495369,0.1585197535827434,0.239209788721514,0.3188588805002371,0.3578253776477195,0.3437229241177791,0.3397471777526927,1.0,0.1819089124212003,0.0328829707357411,0.0747028512681678,-0.0507338518102927,0.068083257072637,0.0405053272773166,0.0350490253280574
get_back_pings_pm,0.0592377077624086,0.0528816636700192,0.0712734725769913,0.2279248570831061,0.1402128476803495,0.0670805256530537,0.2006980834826894,0.2143190916589205,0.2462769450487908,0.1671664422142165,0.1819089124212003,1.0,0.0464784236007986,-0.0023313791570553,0.073058773817762,0.0070509771389994,-0.0015400226095041,0.0777796706942043
assists_pm,0.1989542912582667,0.145174911416452,0.1977431852924902,0.0342934832754234,0.0287668836684578,0.0887039003272431,0.0238165465721984,0.0547306121975056,0.1122684206235384,0.031898067487384,0.0328829707357411,0.0464784236007986,1.0,-0.1345215145917306,0.1128499244767399,-0.1059084725371717,-0.287312737208013,0.2205211615340474
kills_pm,-0.0949044588947756,-0.0356432570402101,-0.1456215760622601,0.0166103442480057,0.004642754193576,0.0575932815088568,0.0440639921624721,0.0848622156661674,0.1367449095263216,0.0463131353550302,0.0747028512681678,-0.0023313791570553,-0.1345215145917306,1.0,-0.0866141894885867,0.8134821832933757,0.4504959521231965,-0.071994566072613
deaths_pm,0.0505718081285797,0.0945517971438235,0.1034977633843855,0.0742488639784395,-0.0068968272993312,-0.0182655853083051,0.0133620290830082,-0.0219406025653347,0.0024005675846576,0.0147085756858387,-0.0507338518102927,0.073058773817762,0.1128499244767399,-0.0866141894885867,1.0,0.0459593937238783,0.0123240581464876,0.1086992029234868
gold_earned_pm,-0.0716770348097712,-0.0078312768034648,-0.1362465707191522,0.0353517020528865,0.0182544154918542,0.0677276345721535,0.0496375903027897,0.0849211013744692,0.1113333730465042,0.0603447432972762,0.068083257072637,0.0070509771389994,-0.1059084725371717,0.8134821832933757,0.0459593937238783,1.0,0.7099921752846563,-0.0331360640635324
total_damage_dealt_pm,-0.1052865472553625,-0.1090783032757321,-0.2132927970033004,0.0163285673582138,-0.0140573386936766,0.0269063189486814,0.0348482866151086,0.052413045050794,0.0293617714713392,0.0324391131358541,0.0405053272773166,-0.0015400226095041,-0.287312737208013,0.4504959521231965,0.0123240581464876,0.7099921752846563,1.0,-0.0767593514163797
vision_score_pm,0.8288219786815999,0.581825444784028,0.5855914164981785,0.1779098052482115,0.1873254113328707,0.1672617530225296,0.1054089705833351,0.0856219923433106,0.100700637278579,0.0482569865220341,0.0350490253280574,0.0777796706942043,0.2205211615340474,-0.071994566072613,0.1086992029234868,-0.0331360640635324,-0.0767593514163797,1.0
